INFO  2020-08-13 15:54:52,328 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 588.8985ms
INFO  2020-08-13 15:54:52,328 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)'
INFO  2020-08-13 15:54:52,330 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 646.4241ms 200 application/x-javascript
INFO  2020-08-13 15:54:57,747 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 POST http://localhost:62114/Account/Login application/x-www-form-urlencoded 256
INFO  2020-08-13 15:54:57,757 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.AccountController.Login (OMTechStation.PropertyPublicity.Web.Mvc)'
INFO  2020-08-13 15:54:57,785 [13   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.JsonResult] Login(OMTechStation.PropertyPublicity.Web.Models.Account.LoginViewModel, System.String, System.String) on controller OMTechStation.PropertyPublicity.Web.Controllers.AccountController (OMTechStation.PropertyPublicity.Web.Mvc).
INFO  2020-08-13 15:55:00,291 [9    ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.Application signed in.
INFO  2020-08-13 15:55:00,421 [9    ] tonsoftJson.NewtonsoftJsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-08-13 15:55:00,440 [9    ] c.Infrastructure.ControllerActionInvoker - Executed action OMTechStation.PropertyPublicity.Web.Controllers.AccountController.Login (OMTechStation.PropertyPublicity.Web.Mvc) in 2654.4977ms
INFO  2020-08-13 15:55:00,440 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.AccountController.Login (OMTechStation.PropertyPublicity.Web.Mvc)'
INFO  2020-08-13 15:55:00,441 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 2694.2545ms 200 application/json; charset=utf-8
INFO  2020-08-13 15:55:00,492 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:62114/  
INFO  2020-08-13 15:55:00,694 [4    ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2020-08-13 15:55:00,695 [4    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.HomeController.Index (OMTechStation.PropertyPublicity.Web.Mvc)'
